vuosi;aluejakotunniste;aluejakoselite;lukumäärä;ka_pinta_ala_m2;mediaanihinta_eur;keskihinta_eur;rantatyyppi
2005;564;Oulu;26;4120;48500;58246;ranta
2005;576;Padasjoki;10;4371;86500;113600;ranta
2005;16;Asikkala;19;3721;90000;82553;ranta
2005;578;Paltamo;3;3463;33600;31033;ranta
2005;18;Askola;3;3797;100000;79000;ranta
2005;580;Parikkala;4;4525;45500;49625;ranta
2005;581;Parkano;5;6424;60000;58200;ranta
2005;854;Pello;4;6535;33500;31980;ranta
2005;46;Enonkoski;3;4000;58000;57333;ranta
2005;47;Enontekiö;6;7272;28750;32075;ranta
2005;50;Eura;5;2350;85000;82200;ranta
2005;51;Eurajoki;16;4738;74000;80615;ranta
2005;592;Petäjävesi;5;3442;38000;55400;ranta
2005;322;Kemiönsaari;6;6952;188750;169917;ranta
2005;593;Pieksämäki;16;3283;41000;39625;ranta
2005;445;Parainen;28;8757;125000;136982;ranta
2005;595;Pielavesi;7;5411;45000;41614;ranta
2005;508;Mänttä-Vilppula;4;4598;32500;88875;ranta
2005;598;Pietarsaari;6;2560;58500;68583;ranta
2005;710;Raasepori;15;8795;165000;178567;ranta
2005;790;Sastamala;14;4253;58433;60526;ranta
2005;601;Pihtipudas;4;3600;42250;54500;ranta
2005;791;Siikalatva;4;8610;47900;44825;ranta
2005;75;Hamina;3;6757;135000;129698;ranta
2005;76;Hammarland;3;3367;25000;48333;ranta
2005;607;Polvijärvi;11;6226;29000;35227;ranta
2005;608;Pomarkku;3;4773;151000;120333;ranta
2005;77;Hankasalmi;5;3968;59500;57500;ranta
2005;609;Pori;33;5243;57000;64514;ranta
2005;638;Porvoo;11;5584;155000;178182;ranta
2005;81;Hartola;16;4509;86000;83722;ranta
2005;82;Hattula;12;3969;90000;111583;ranta
2005;614;Posio;16;3699;27500;28549;ranta
2005;615;Pudasjärvi;28;5537;35250;36769;ranta
2005;86;Hausjärvi;9;3733;90000;83278;ranta
2005;619;Punkalaidun;3;1633;98000;91167;ranta
2005;111;Heinola;29;4224;85000;97086;ranta
2005;620;Puolanka;7;3916;29000;37329;ranta
2005;97;Hirvensalmi;13;6400;87000;85423;ranta
2005;626;Pyhäjärvi;8;5187;39500;43938;ranta
2005;98;Hollola;14;4305;76500;79214;ranta
2005;630;Pyhäntä;3;3645;37500;37867;ranta
2005;631;Pyhäranta;3;4730;62000;127500;ranta
2005;103;Humppila;3;7057;89000;79000;ranta
2005;635;Pälkäne;16;4082;79500;96988;ranta
2005;636;Pöytyä;5;3000;80000;77000;ranta
2005;108;Hämeenkyrö;7;5061;95000;86343;ranta
2005;109;Hämeenlinna;19;4727;85000;90947;ranta
2005;681;Rantasalmi;12;4320;60000;69299;ranta
2005;139;Ii;6;3763;80000;120556;ranta
2005;683;Ranua;3;7083;39000;38833;ranta
2005;684;Rauma;5;3096;73500;80700;ranta
2005;142;Iitti;11;5660;96000;97227;ranta
2005;686;Rautalampi;4;4553;47000;46000;ranta
2005;143;Ikaalinen;16;3202;65500;72031;ranta
2005;687;Rautavaara;5;8540;40000;38800;ranta
2005;146;Ilomantsi;10;5623;39250;41300;ranta
2005;148;Inari;16;7165;36500;38276;ranta
2005;149;Inkoo;7;6916;150000;194143;ranta
2005;698;Rovaniemi;27;6912;34300;35044;ranta
2005;165;Janakkala;11;3659;70100;74736;ranta
2005;702;Ruovesi;17;6306;110000;119912;ranta
2005;167;Joensuu;12;6573;42000;52182;ranta
2005;171;Joroinen;8;6612;56500;50088;ranta
2005;172;Joutsa;17;6424;63000;78941;ranta
2005;707;Rääkkylä;6;4015;59000;64333;ranta
2005;729;Saarijärvi;6;4695;50750;46182;ranta
2005;176;Juuka;8;7823;35000;36250;ranta
2005;732;Salla;5;4840;36000;33100;ranta
2005;734;Salo;29;6121;85000;96211;ranta
2005;178;Juva;8;5716;53000;53375;ranta
2005;179;Jyväskylä;19;2703;55000;62390;ranta
2005;946;Vöyri;12;3421;53000;51493;ranta
2005;739;Savitaipale;11;4111;67300;69618;ranta
2005;740;Savonlinna;18;3757;51000;71111;ranta
2005;182;Jämsä;21;4800;70000;68519;ranta
2005;742;Savukoski;4;10536;29155;27753;ranta
2005;204;Kaavi;6;4507;57750;53867;ranta
2005;747;Siikainen;8;3648;65000;70438;ranta
2005;205;Kajaani;12;3213;42750;59291;ranta
2005;749;Siilinjärvi;7;2953;58000;55271;ranta
2005;751;Simo;5;2896;31500;33500;ranta
2005;753;Sipoo;5;10402;153000;138800;ranta
2005;211;Kangasala;28;3792;94000;89661;ranta
2005;213;Kangasniemi;11;3518;63000;66600;ranta
2005;214;Kankaanpää;6;4694;63500;66083;ranta
2005;216;Kannonkoski;4;4325;73500;71625;ranta
2005;765;Sotkamo;11;5595;36000;40955;ranta
2005;768;Sulkava;5;3700;40000;46600;ranta
2005;226;Karstula;4;4363;69000;69750;ranta
2005;777;Suomussalmi;10;6844;26000;40350;ranta
2005;233;Kauhava;3;3125;67000;59333;ranta
2005;778;Suonenjoki;4;7895;40750;45125;ranta
2005;781;Sysmä;25;4906;95000;87050;ranta
2005;783;Säkylä;8;2074;82500;80313;ranta
2005;831;Taipalsaari;10;7137;92250;106790;ranta
2005;320;Kemijärvi;9;6188;30000;36192;ranta
2005;241;Keminmaa;9;3509;29000;30104;ranta
2005;834;Tammela;29;4511;90000;85282;ranta
2005;837;Tampere;12;4052;97500;156583;ranta
2005;844;Tervo;4;4156;38750;42250;ranta
2005;845;Tervola;3;3750;38000;34000;ranta
2005;249;Keuruu;12;4498;65000;70792;ranta
2005;250;Kihniö;8;2594;62250;78313;ranta
2005;848;Tohmajärvi;9;7800;40000;51467;ranta
2005;851;Tornio;7;3919;29000;32171;ranta
2005;853;Turku;10;3392;110500;119800;ranta
2005;260;Kitee;19;4667;38500;40295;ranta
2005;261;Kittilä;4;8845;24500;35150;ranta
2005;263;Kiuruvesi;6;3965;20600;29533;ranta
2005;859;Tyrnävä;4;3108;23750;23500;ranta
2005;271;Kokemäki;5;5808;71500;66605;ranta
2005;887;Urjala;7;5226;75000;119071;ranta
2005;272;Kokkola;10;3391;53750;62000;ranta
2005;889;Utajärvi;12;3870;27500;31425;ranta
2005;276;Kontiolahti;12;5557;49500;48725;ranta
2005;893;Uusikaarlepyy;3;2817;42500;58700;ranta
2005;895;Uusikaupunki;6;7487;75500;81917;ranta
2005;280;Korsnäs;5;7916;45000;47302;ranta
2005;785;Vaala;10;5183;46850;46520;ranta
2005;905;Vaasa;8;4195;68250;89750;ranta
2005;285;Kotka;3;6180;55000;61333;ranta
2005;908;Valkeakoski;3;6287;105000;98333;ranta
2005;286;Kouvola;18;4304;63500;63917;ranta
2005;288;Kruunupyy;3;3277;50000;49833;ranta
2005;290;Kuhmo;14;7595;39000;42214;ranta
2005;291;Kuhmoinen;15;5392;52000;70933;ranta
2005;915;Varkaus;7;2903;48000;49929;ranta
2005;918;Vehmaa;3;3252;60000;59000;ranta
2005;297;Kuopio;34;4806;36500;48705;ranta
2005;300;Kuortane;4;5159;62500;71500;ranta
2005;922;Vesilahti;3;3663;32000;48667;ranta
2005;304;Kustavi;18;6276;112500;120398;ranta
2005;305;Kuusamo;48;6799;36500;46460;ranta
2005;927;Vihti;11;5168;122500;152227;ranta
2005;931;Viitasaari;9;3698;36000;42256;ranta
2005;936;Virrat;9;5061;52000;53667;ranta
2005;398;Lahti;11;3737;90000;92182;ranta
2005;400;Laitila;11;4015;60000;66355;ranta
2005;402;Lapinlahti;6;3566;35500;41017;ranta
2005;405;Lappeenranta;15;4344;45000;53353;ranta
2005;408;Lapua;3;8120;55000;48333;ranta
2005;410;Laukaa;10;4421;52750;55650;ranta
2005;976;Ylitornio;6;3952;27500;38517;ranta
2005;416;Lemi;6;4797;51500;80500;ranta
2005;417;Lemland;5;5282;94000;82000;ranta
2005;980;Ylöjärvi;34;4719;80450;91816;ranta
2005;420;Leppävirta;20;4335;50250;55335;ranta
2005;989;Ähtäri;6;2295;50800;48100;ranta
2005;992;Äänekoski;4;2300;52500;48750;ranta
2005;422;Lieksa;27;6337;36500;45891;ranta
2005;426;Liperi;20;2950;43000;44450;ranta
2005;444;Lohja;27;6232;109000;121136;ranta
2005;430;Loimaa;3;2763;26000;27333;ranta
2005;433;Loppi;13;4295;120000;109235;ranta
2005;434;Loviisa;4;6330;164500;156625;ranta
2005;438;Lumparland;7;4896;50000;66086;ranta
2005;440;Luoto;4;5273;53750;51875;ranta
2005;441;Luumäki;7;4310;92000;90000;ranta
2005;475;Maalahti;8;3194;43000;46125;ranta
2005;20;Akaa;3;3713;52000;55000;ranta
2005;481;Masku;5;5610;61000;86000;ranta
2005;489;Miehikkälä;7;4141;63500;62260;ranta
2005;491;Mikkeli;36;5270;75000;89368;ranta
2005;498;Muonio;4;3463;30500;31765;ranta
2005;499;Mustasaari;18;4293;77500;92551;ranta
2005;503;Mynämäki;9;3788;27600;36763;ranta
2005;504;Myrskylä;3;6511;81375;82458;ranta
2005;505;Mäntsälä;9;5676;108000;110111;ranta
2005;507;Mäntyharju;31;4763;90000;88694;ranta
2005;529;Naantali;8;5691;100000;160536;ranta
2005;541;Nurmes;9;4144;30000;37639;ranta
2005;545;Närpiö;3;2067;65000;70000;ranta
2006;5;Alajärvi;4;2918;57950;73475;ranta
2006;562;Orivesi;20;4722;75000;82190;ranta
2006;10;Alavus;6;4201;49750;48417;ranta
2006;564;Oulu;27;4158;48000;60305;ranta
2006;576;Padasjoki;9;5341;87000;92778;ranta
2006;16;Asikkala;10;5172;110750;124650;ranta
2006;581;Parkano;8;3925;74350;70963;ranta
2006;46;Enonkoski;7;6459;37000;41631;ranta
2006;47;Enontekiö;6;4275;35500;39261;ranta
2006;50;Eura;4;4888;65250;64125;ranta
2006;51;Eurajoki;11;5318;127000;143614;ranta
2006;60;Finström;4;5125;81500;111250;ranta
2006;592;Petäjävesi;3;4663;70000;89333;ranta
2006;322;Kemiönsaari;8;5688;143500;145125;ranta
2006;593;Pieksämäki;20;4774;40000;44050;ranta
2006;445;Parainen;20;6885;127500;136650;ranta
2006;595;Pielavesi;7;5109;35000;36929;ranta
2006;508;Mänttä-Vilppula;3;2500;64000;68000;ranta
2006;710;Raasepori;17;7979;210000;219550;ranta
2006;598;Pietarsaari;5;3203;80000;84700;ranta
2006;601;Pihtipudas;8;5429;39500;47150;ranta
2006;790;Sastamala;15;5129;65000;68133;ranta
2006;791;Siikalatva;3;9766;30000;40633;ranta
2006;76;Hammarland;4;4625;70000;112250;ranta
2006;607;Polvijärvi;5;3710;31000;34050;ranta
2006;608;Pomarkku;4;4145;94000;84500;ranta
2006;609;Pori;27;5028;76000;85866;ranta
2006;611;Pornainen;3;4703;105000;103333;ranta
2006;81;Hartola;8;4564;74500;80063;ranta
2006;638;Porvoo;16;6618;175000;201625;ranta
2006;614;Posio;13;7589;28000;31697;ranta
2006;82;Hattula;8;2933;103500;112500;ranta
2006;615;Pudasjärvi;35;4629;37000;40514;ranta
2006;86;Hausjärvi;3;3570;72000;68333;ranta
2006;619;Punkalaidun;4;1600;49500;56750;ranta
2006;111;Heinola;20;5081;121500;116465;ranta
2006;620;Puolanka;6;4292;40000;37200;ranta
2006;97;Hirvensalmi;14;6313;74000;82364;ranta
2006;626;Pyhäjärvi;3;2127;64500;105167;ranta
2006;98;Hollola;8;3776;129500;135375;ranta
2006;630;Pyhäntä;5;4241;60000;56800;ranta
2006;105;Hyrynsalmi;3;10170;50000;74500;ranta
2006;635;Pälkäne;13;4048;117000;119000;ranta
2006;636;Pöytyä;4;2400;91500;97000;ranta
2006;108;Hämeenkyrö;8;3496;45300;53888;ranta
2006;109;Hämeenlinna;18;3198;120500;109195;ranta
2006;681;Rantasalmi;7;4654;70000;69593;ranta
2006;139;Ii;4;3950;35000;31500;ranta
2006;140;Iisalmi;3;3050;44000;39333;ranta
2006;683;Ranua;8;5935;32750;36513;ranta
2006;684;Rauma;5;2884;75000;88100;ranta
2006;142;Iitti;12;4378;114827;116679;ranta
2006;686;Rautalampi;7;5601;47500;56157;ranta
2006;143;Ikaalinen;13;3039;85000;92608;ranta
2006;146;Ilomantsi;6;5123;32500;42233;ranta
2006;148;Inari;10;8829;48000;43930;ranta
2006;149;Inkoo;3;10299;140000;200833;ranta
2006;698;Rovaniemi;22;3960;31000;33364;ranta
2006;702;Ruovesi;15;5634;92000;102467;ranta
2006;167;Joensuu;11;5082;38500;55773;ranta
2006;171;Joroinen;12;4828;65000;64083;ranta
2006;707;Rääkkylä;10;6188;40000;56780;ranta
2006;729;Saarijärvi;4;4300;60500;59000;ranta
2006;176;Juuka;9;2983;35000;38722;ranta
2006;732;Salla;9;7604;28000;39589;ranta
2006;177;Juupajoki;3;4753;41500;48000;ranta
2006;734;Salo;18;6117;107500;118722;ranta
2006;178;Juva;7;3776;64000;60071;ranta
2006;736;Saltvik;4;9538;91000;80500;ranta
2006;179;Jyväskylä;29;3832;66000;69562;ranta
2006;738;Sauvo;4;4823;136000;151500;ranta
2006;946;Vöyri;17;5451;75000;87706;ranta
2006;739;Savitaipale;13;3637;70000;80377;ranta
2006;182;Jämsä;25;6271;69000;80996;ranta
2006;740;Savonlinna;15;6346;70000;74727;ranta
2006;743;Seinäjoki;5;4802;54000;58800;ranta
2006;204;Kaavi;5;4454;58000;63000;ranta
2006;747;Siikainen;9;6757;68000;64800;ranta
2006;205;Kajaani;3;5500;30000;35667;ranta
2006;748;Siikajoki;6;3359;36125;35675;ranta
2006;749;Siilinjärvi;10;2532;73000;64100;ranta
2006;751;Simo;5;3387;35000;35600;ranta
2006;211;Kangasala;17;3927;115000;109959;ranta
2006;753;Sipoo;7;5507;228500;246929;ranta
2006;758;Sodankylä;5;6040;21000;20800;ranta
2006;213;Kangasniemi;7;4489;57000;53929;ranta
2006;214;Kankaanpää;3;3943;80000;191333;ranta
2006;216;Kannonkoski;3;5583;63000;65333;ranta
2006;761;Somero;4;4940;79600;68925;ranta
2006;765;Sotkamo;15;4124;59000;57533;ranta
2006;768;Sulkava;9;3493;55000;89611;ranta
2006;224;Karkkila;4;5803;78500;89500;ranta
2006;226;Karstula;8;2564;61500;61875;ranta
2006;777;Suomussalmi;11;6294;36000;42027;ranta
2006;778;Suonenjoki;4;4220;34250;38500;ranta
2006;781;Sysmä;17;5724;73000;90376;ranta
2006;783;Säkylä;6;2942;96500;151167;ranta
2006;831;Taipalsaari;15;5653;110000;136067;ranta
2006;320;Kemijärvi;6;7410;30000;27417;ranta
2006;832;Taivalkoski;7;4069;48000;48143;ranta
2006;241;Keminmaa;5;5795;49000;61500;ranta
2006;834;Tammela;20;5073;91750;106000;ranta
2006;837;Tampere;13;5155;105000;130231;ranta
2006;249;Keuruu;8;4110;53250;60613;ranta
2006;250;Kihniö;4;4480;59500;63500;ranta
2006;848;Tohmajärvi;8;7481;34000;57625;ranta
2006;850;Toivakka;6;2413;69000;79500;ranta
2006;853;Turku;13;3891;140000;161631;ranta
2006;260;Kitee;17;5449;48000;62418;ranta
2006;261;Kittilä;4;5718;26500;27750;ranta
2006;263;Kiuruvesi;7;4341;36000;42500;ranta
2006;271;Kokemäki;4;4475;57500;58000;ranta
2006;887;Urjala;8;6619;65500;76063;ranta
2006;272;Kokkola;8;5535;58500;61913;ranta
2006;889;Utajärvi;8;6148;40000;36813;ranta
2006;273;Kolari;3;4783;48000;71833;ranta
2006;275;Konnevesi;3;9250;51500;52500;ranta
2006;890;Utsjoki;3;7533;69000;58000;ranta
2006;276;Kontiolahti;9;4859;60000;75667;ranta
2006;893;Uusikaarlepyy;5;4530;54000;68800;ranta
2006;280;Korsnäs;3;2617;55000;75333;ranta
2006;785;Vaala;10;5056;63000;55300;ranta
2006;905;Vaasa;15;3733;60000;67933;ranta
2006;285;Kotka;3;3063;90000;79333;ranta
2006;286;Kouvola;19;4116;81000;90763;ranta
2006;287;Kristiinankaupunki;4;4735;30000;47500;ranta
2006;288;Kruunupyy;6;3100;61500;60667;ranta
2006;290;Kuhmo;10;4662;38500;38015;ranta
2006;291;Kuhmoinen;15;3983;75000;79967;ranta
2006;915;Varkaus;4;2093;38000;41500;ranta
2006;297;Kuopio;37;3797;49000;56438;ranta
2006;918;Vehmaa;3;8830;167000;166333;ranta
2006;300;Kuortane;6;2995;66000;59667;ranta
2006;304;Kustavi;12;8513;137750;136708;ranta
2006;305;Kuusamo;55;4852;42000;47610;ranta
2006;927;Vihti;7;3664;120000;118400;ranta
2006;931;Viitasaari;6;4225;51600;50950;ranta
2006;936;Virrat;8;3268;62250;72188;ranta
2006;398;Lahti;4;2815;79500;74750;ranta
2006;400;Laitila;6;5380;58500;65000;ranta
2006;402;Lapinlahti;7;4528;33500;36071;ranta
2006;405;Lappeenranta;15;4028;60000;84907;ranta
2006;410;Laukaa;3;3113;70000;68667;ranta
2006;976;Ylitornio;10;4329;42000;42509;ranta
2006;416;Lemi;4;2753;57500;58150;ranta
2006;980;Ylöjärvi;19;4379;104000;115447;ranta
2006;420;Leppävirta;7;5933;38000;38786;ranta
2006;989;Ähtäri;3;2183;70000;69667;ranta
2006;992;Äänekoski;8;4331;67000;76000;ranta
2006;422;Lieksa;16;3746;41250;42469;ranta
2006;426;Liperi;9;4769;61500;70655;ranta
2006;444;Lohja;37;4540;130000;135259;ranta
2006;430;Loimaa;3;1722;42000;41500;ranta
2006;433;Loppi;14;4122;71800;90364;ranta
2006;434;Loviisa;3;10173;135000;172667;ranta
2006;438;Lumparland;4;7100;39000;57875;ranta
2006;440;Luoto;7;2907;60000;59371;ranta
2006;475;Maalahti;3;5383;27200;35733;ranta
2006;20;Akaa;5;5365;63000;75600;ranta
2006;481;Masku;4;4110;60500;107125;ranta
2006;489;Miehikkälä;4;5803;48500;49250;ranta
2006;491;Mikkeli;40;3782;75000;80342;ranta
2006;494;Muhos;3;2003;100000;80267;ranta
2006;498;Muonio;3;13333;50000;53767;ranta
2006;499;Mustasaari;24;5969;67500;81362;ranta
2006;503;Mynämäki;4;3640;67750;73625;ranta
2006;505;Mäntsälä;4;4288;69500;68750;ranta
2006;507;Mäntyharju;40;5366;101000;109313;ranta
2006;529;Naantali;7;6850;135000;169571;ranta
2006;541;Nurmes;7;4820;30000;35786;ranta
2006;545;Närpiö;5;5380;75000;65370;ranta
2007;562;Orivesi;17;4730;97000;105947;ranta
2007;564;Oulu;23;5317;63000;63261;ranta
2007;10;Alavus;15;3514;65000;74667;ranta
2007;576;Padasjoki;8;5098;64500;85563;ranta
2007;16;Asikkala;11;5616;122000;129636;ranta
2007;578;Paltamo;6;6500;36250;47333;ranta
2007;581;Parkano;7;3720;70000;92714;ranta
2007;599;Pedersören kunta;3;5023;37500;57167;ranta
2007;854;Pello;4;6292;47000;49250;ranta
2007;46;Enonkoski;6;8543;65500;85917;ranta
2007;47;Enontekiö;9;8227;30000;78722;ranta
2007;51;Eurajoki;9;4512;175000;171889;ranta
2007;592;Petäjävesi;5;5258;56000;68400;ranta
2007;60;Finström;4;5750;57500;61250;ranta
2007;322;Kemiönsaari;7;4974;145000;195163;ranta
2007;61;Forssa;4;3380;126250;131625;ranta
2007;62;Föglö;3;4017;46000;53000;ranta
2007;445;Parainen;22;5735;136525;131999;ranta
2007;593;Pieksämäki;22;3266;45000;46311;ranta
2007;65;Geta;4;4250;72500;71250;ranta
2007;595;Pielavesi;4;5918;44000;52000;ranta
2007;710;Raasepori;18;9366;225000;203389;ranta
2007;601;Pihtipudas;7;3564;42500;51214;ranta
2007;790;Sastamala;13;3108;98000;93423;ranta
2007;791;Siikalatva;4;7480;26000;34125;ranta
2007;607;Polvijärvi;15;5453;43000;60033;ranta
2007;76;Hammarland;3;5490;80000;121667;ranta
2007;608;Pomarkku;4;3405;98500;92750;ranta
2007;609;Pori;23;4266;78000;94588;ranta
2007;81;Hartola;7;8166;133000;138000;ranta
2007;638;Porvoo;13;10235;260000;275462;ranta
2007;614;Posio;7;7454;64000;54714;ranta
2007;82;Hattula;5;5731;120000;199200;ranta
2007;615;Pudasjärvi;17;4583;45000;50735;ranta
2007;86;Hausjärvi;6;3948;116250;126583;ranta
2007;111;Heinola;25;5318;95000;113704;ranta
2007;97;Hirvensalmi;7;6633;83000;90000;ranta
2007;626;Pyhäjärvi;5;2902;25000;43500;ranta
2007;98;Hollola;9;2751;143000;155733;ranta
2007;635;Pälkäne;18;4773;141500;136389;ranta
2007;105;Hyrynsalmi;3;2460;22500;20500;ranta
2007;636;Pöytyä;3;2667;70000;66667;ranta
2007;108;Hämeenkyrö;3;3317;144000;131000;ranta
2007;109;Hämeenlinna;15;4448;90000;104667;ranta
2007;139;Ii;6;5724;33750;37262;ranta
2007;683;Ranua;5;7256;22000;38160;ranta
2007;140;Iisalmi;3;3800;40150;37550;ranta
2007;684;Rauma;3;2843;100000;95000;ranta
2007;143;Ikaalinen;13;4691;96000;90769;ranta
2007;686;Rautalampi;8;8974;70250;68713;ranta
2007;146;Ilomantsi;8;7754;44500;51063;ranta
2007;148;Inari;7;10487;35000;41000;ranta
2007;149;Inkoo;7;10287;165000;208857;ranta
2007;698;Rovaniemi;22;5970;42500;45000;ranta
2007;167;Joensuu;13;6030;49500;45269;ranta
2007;702;Ruovesi;17;5162;88000;114559;ranta
2007;172;Joutsa;3;3537;62000;55333;ranta
2007;707;Rääkkylä;11;4951;65000;73273;ranta
2007;729;Saarijärvi;4;7000;41372;44061;ranta
2007;176;Juuka;7;4743;36000;48404;ranta
2007;732;Salla;5;3238;21600;24520;ranta
2007;734;Salo;12;4743;120000;148083;ranta
2007;736;Saltvik;3;3133;34000;52667;ranta
2007;178;Juva;11;6059;82000;98636;ranta
2007;179;Jyväskylä;20;4778;68250;77426;ranta
2007;738;Sauvo;3;4310;105000;103333;ranta
2007;946;Vöyri;3;6167;68000;67667;ranta
2007;739;Savitaipale;11;6284;112000;148727;ranta
2007;740;Savonlinna;9;2580;60000;71067;ranta
2007;182;Jämsä;18;5443;88500;100033;ranta
2007;743;Seinäjoki;3;4097;37000;36000;ranta
2007;747;Siikainen;4;4378;69000;75250;ranta
2007;204;Kaavi;5;10540;43000;46400;ranta
2007;205;Kajaani;3;3777;30000;41833;ranta
2007;748;Siikajoki;5;3510;55000;69800;ranta
2007;749;Siilinjärvi;15;3951;53500;73687;ranta
2007;751;Simo;4;2555;32000;31750;ranta
2007;753;Sipoo;4;8991;232500;313250;ranta
2007;211;Kangasala;13;2924;92000;109385;ranta
2007;213;Kangasniemi;4;3645;69500;80375;ranta
2007;758;Sodankylä;3;2203;41000;95333;ranta
2007;216;Kannonkoski;3;10117;50000;48333;ranta
2007;761;Somero;7;5312;80000;89571;ranta
2007;762;Sonkajärvi;8;6070;51750;53313;ranta
2007;765;Sotkamo;5;6810;77000;76400;ranta
2007;768;Sulkava;8;8049;75000;89000;ranta
2007;224;Karkkila;3;10850;93000;105833;ranta
2007;226;Karstula;5;5994;54500;48500;ranta
2007;777;Suomussalmi;9;4875;34000;38033;ranta
2007;778;Suonenjoki;3;10100;40000;45333;ranta
2007;781;Sysmä;11;3847;106000;120318;ranta
2007;783;Säkylä;4;3265;142875;152688;ranta
2007;831;Taipalsaari;12;4324;119500;134375;ranta
2007;832;Taivalkoski;5;4106;50000;64900;ranta
2007;320;Kemijärvi;6;5455;35500;35023;ranta
2007;834;Tammela;17;4644;78000;103235;ranta
2007;837;Tampere;9;3192;110000;119833;ranta
2007;844;Tervo;3;5757;57700;53900;ranta
2007;249;Keuruu;8;4141;88000;90813;ranta
2007;250;Kihniö;3;6133;105000;111667;ranta
2007;848;Tohmajärvi;6;8616;48000;69833;ranta
2007;853;Turku;6;4508;205000;213333;ranta
2007;260;Kitee;8;4586;77500;78125;ranta
2007;261;Kittilä;14;7733;35000;40018;ranta
2007;263;Kiuruvesi;5;3954;33000;38100;ranta
2007;886;Ulvila;5;2926;85000;89400;ranta
2007;271;Kokemäki;8;3609;85000;79439;ranta
2007;887;Urjala;8;5174;93500;88188;ranta
2007;272;Kokkola;12;4517;83000;88974;ranta
2007;889;Utajärvi;5;4186;62000;71300;ranta
2007;275;Konnevesi;4;5768;53000;55750;ranta
2007;890;Utsjoki;3;5623;50000;46333;ranta
2007;276;Kontiolahti;8;5356;55000;63500;ranta
2007;893;Uusikaarlepyy;4;4295;99000;89500;ranta
2007;280;Korsnäs;4;4313;84000;88750;ranta
2007;785;Vaala;3;3940;50000;84667;ranta
2007;905;Vaasa;8;3748;86500;95000;ranta
2007;908;Valkeakoski;3;3537;99000;114667;ranta
2007;286;Kouvola;20;4276;71750;84183;ranta
2007;287;Kristiinankaupunki;5;5332;84000;94600;ranta
2007;288;Kruunupyy;3;2660;35000;39000;ranta
2007;290;Kuhmo;14;6145;44000;45036;ranta
2007;291;Kuhmoinen;4;10203;166500;157250;ranta
2007;915;Varkaus;6;7310;68500;62833;ranta
2007;918;Vehmaa;3;5976;172000;174000;ranta
2007;297;Kuopio;27;5190;57500;62241;ranta
2007;300;Kuortane;3;2483;64000;54667;ranta
2007;304;Kustavi;8;6704;172500;172125;ranta
2007;305;Kuusamo;50;7422;47250;62874;ranta
2007;931;Viitasaari;11;2763;67000;63718;ranta
2007;936;Virrat;5;3261;88000;85400;ranta
2007;398;Lahti;13;2925;101000;104485;ranta
2007;402;Lapinlahti;7;6363;48000;53357;ranta
2007;405;Lappeenranta;5;4442;57500;80700;ranta
2007;410;Laukaa;9;6491;76000;75000;ranta
2007;976;Ylitornio;8;5859;40000;43513;ranta
2007;416;Lemi;7;7934;102000;99300;ranta
2007;980;Ylöjärvi;24;3742;95000;128625;ranta
2007;417;Lemland;3;4200;65000;58667;ranta
2007;989;Ähtäri;5;2060;70000;99400;ranta
2007;420;Leppävirta;7;5474;60000;57929;ranta
2007;422;Lieksa;15;5111;57000;60237;ranta
2007;426;Liperi;11;3937;53000;56636;ranta
2007;444;Lohja;34;3937;117500;131739;ranta
2007;430;Loimaa;3;3070;55250;64750;ranta
2007;433;Loppi;9;4904;107600;127678;ranta
2007;434;Loviisa;7;6792;130000;134000;ranta
2007;438;Lumparland;3;5090;67500;61500;ranta
2007;440;Luoto;6;3268;107500;115917;ranta
2007;475;Maalahti;3;3333;68000;62000;ranta
2007;20;Akaa;4;3595;104000;107650;ranta
2007;480;Marttila;4;5144;52000;45375;ranta
2007;481;Masku;3;3233;200000;193333;ranta
2007;484;Merikarvia;3;6053;36000;34333;ranta
2007;491;Mikkeli;35;5085;90000;97823;ranta
2007;494;Muhos;3;2240;45000;39000;ranta
2007;498;Muonio;4;8375;81500;75925;ranta
2007;499;Mustasaari;12;4533;89500;94150;ranta
2007;500;Muurame;3;2413;43000;42667;ranta
2007;503;Mynämäki;4;5023;42000;63375;ranta
2007;505;Mäntsälä;8;3316;106250;106188;ranta
2007;507;Mäntyharju;29;5460;110000;108858;ranta
2007;529;Naantali;5;5056;120000;240600;ranta
2007;541;Nurmes;5;10420;29000;42400;ranta
2007;545;Närpiö;5;7648;90000;94600;ranta
2008;5;Alajärvi;6;4917;43500;42669;ranta
2008;562;Orivesi;17;6324;77000;87112;ranta
2008;564;Oulu;27;3609;58000;58864;ranta
2008;10;Alavus;14;3118;79000;90307;ranta
2008;576;Padasjoki;9;5088;84000;88333;ranta
2008;16;Asikkala;15;4834;100500;118300;ranta
2008;578;Paltamo;10;5360;45500;50650;ranta
2008;581;Parkano;6;9078;82000;81500;ranta
2008;599;Pedersören kunta;3;8683;30000;32167;ranta
2008;854;Pello;5;7866;45000;42400;ranta
2008;46;Enonkoski;4;4068;82500;79875;ranta
2008;47;Enontekiö;4;7013;42500;48750;ranta
2008;51;Eurajoki;15;3144;125000;141440;ranta
2008;592;Petäjävesi;5;5490;90000;105200;ranta
2008;322;Kemiönsaari;7;6440;122000;152071;ranta
2008;445;Parainen;21;8616;168000;182744;ranta
